Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres
A Frozen Flower,2008,1330-1374,1330,1374,Korea,[18],17903,ko,"A historical drama set in the Koryo dynasty and focused on the relationship between a king and his bodyguard.  Under the dominance of Yuan Dynasty China, the king of Goryeo Dynasty Korea is pressured to produce a successor to the throne. Unable to make love to his queen because he is in love with his bodyguard, Hong Lim, the king asks the two of them to sleep together instead. This sexual contact formulates a forbidden love between Hong Lim and the Queen.",14.438,A Frozen Flower,False,6.9,94.0,['Drama']
The Decameron,1971,1348,1348,1348,Italy,"[36, 18, 35]",33583,it,"A young Sicilian is swindled twice, but ends up rich; a man poses as a deaf-mute in a convent of curious nuns; a woman must hide her lover when her husband comes home early; a scoundrel fools a priest on his deathbed; three brothers take revenge on their sister's lover; a young girl sleeps on the roof to meet her boyfriend at night; a group of painters wait for inspiration; a crafty priest attempts to seduce his friend's wife; and two friends make a pact to find out what happens after death.",14.208,The Decameron,False,7.0,213.0,"['History', 'Drama', 'Comedy']"
Black Death,2010,1348,1348,1348,England,"[28, 18, 27, 9648, 36]",41215,en,"As the plague decimates medieval Europe, rumours circulate of a village immune from the plague. There is talk of a necromancer who leads the village and is able to raise the dead. A fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. Their journey is filled with danger, but it's upon entering the village that their true horror begins.",12.361,Black Death,False,6.0,646.0,"['Action', 'Drama', 'Horror', 'Mystery', 'History']"
The Black Rose,1950,mid-to-late 1300 ,1350,1400,China,"[10752, 12, 36]",44398,en,"In the 13th century, Walter of Gurnie, a disinherited Saxon youth, is forced to flee England. With his friend, Tristram, he falls in with the army of the fierce but avuncular General Bayan, and journeys all the way to China, where both men become involved in intrigues in the court of Kublai Khan.",2.985,The Black Rose,False,6.9,13.0,"['War', 'Adventure', 'History']"
The Black Rose,1950,mid-to-late 1300 ,1350,1400,China,"[10752, 12, 36]",44398,en,"In the 13th century, Walter of Gurnie, a disinherited Saxon youth, is forced to flee England. With his friend, Tristram, he falls in with the army of the fierce but avuncular General Bayan, and journeys all the way to China, where both men become involved in intrigues in the court of Kublai Khan.",2.985,The Black Rose,False,6.9,13.0,"['War', 'Adventure', 'History']"
The Seventh Seal,1957,1351,1351,1351,Sweden,"[14, 18]",490,sv,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",14.964,The Seventh Seal,False,8.2,2243.0,"['Fantasy', 'Drama']"
A Knight's Tale,2001,1356,1356,1356,England,"[12, 18, 10749, 28]",9476,en,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",20.046,A Knight's Tale,False,6.9,2415.0,"['Adventure', 'Drama', 'Romance', 'Action']"
A Walk with Love and Death,1969,1358,1358,1358,France,"[18, 10749]",98248,en,"Attempting to evade the turmoil of France's Hundred Years' War, Parisian student Heron of Foix decides to journey to the sea. En route, he meets the pretty aristocrat Lady Claudia, and the couple begin a romance amid the intense conflict. As the struggle between peasants and noblemen rages on, Heron and Claudia take shelter at a monastery -- but even their newfound love can't completely keep the horrors of war at bay.",1.375,A Walk with Love and Death,False,5.5,13.0,"['Drama', 'Romance']"
The Dark Avenger,1955,1359,1359,1359,England,"[12, 28]",75796,en,"Edward, Prince of Wales, son and heir to his father King Edward III of England, leads an English army to the French province of Aquitaine to protect the inhabitant from the ravages of the French. After defeating the French in battle, the defeated French plot to kill the prince. Failing in this, they kidnap his lady, the lovely Lady Joan Holland. Of course Prince Edward has to ride to the rescue, adopting numerous guises to save his paramour, which ultimately end in him leading his men into one final climactic battle against the French. (Also known as ""The Warriors"" and ""The Black Prince"").",4.704,The Dark Avenger,False,7.3,3.0,"['Adventure', 'Action']"
Andrei Rublev,1966,1360-1430,1360,1430,Russia,"[18, 36]",895,ru,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",14.131,Andrei Rublev,False,8.2,539.0,"['Drama', 'History']"
The Last Duel,2021,1390,1390,1390,France,"[28, 18, 36]",617653,en,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",389.559,The Last Duel,False,7.5,1731.0,"['Action', 'Drama', 'History']"
The Virgin Spring,1960,late 1300 ,1390,1390,Sweden,"[80, 18, 53]",11656,sv,"Devout Christians Töre and Märeta send their only daughter, the virginal Karin, and their foster daughter, the unrepentant Ingeri, to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of Töre and Märeta, Töre plots a fitting revenge.",11.514,The Virgin Spring,False,7.8,427.0,"['Crime', 'Drama', 'Thriller']"
Kristin Lavransdatter,1995,early-to-mid-1400 ,1400,1450,Norway,"[18, 10749]",57438,no,"Kristin Lavransdatter is a 1995 Norwegian film directed by Liv Ullman, featuring Elisabeth Matheson, Bjørn Skagestad, Jørgen Langhelle, Lena Endre and Sverre Anker Ousdal, based on Kristin Lavransdatter by Sigrid Undset. It was the Norwegian entry to the Academy Award for Best Foreign Language Film in 1996.",1.472,Kristin Lavransdatter,False,4.9,7.0,"['Drama', 'Romance']"
The Divine Weapon,2008,1418-1450,1418,1450,Korea,"[28, 12, 36]",50341,ko,"During the reign of King Sejong in the 15th century, the Joseon Dynasty was the embodiment of the perfect state. To the Ming China, the aspiring imperial power, Joseon presented an obstacle to territorial expansion. To protect themselves from war, King Sejong develops a secret weapon to defend their territory and take back their land and supremacy.",5.267,The Divine Weapon,False,6.5,29.0,"['Action', 'Adventure', 'History']"
The Canterbury Tales,1972,late 1400 ,1490,1490,England,"[35, 18]",5691,it,Glimpses of Chaucer penning his famous work are sprinkled through this re-enactment of several of his stories.,9.224,The Canterbury Tales,False,6.3,140.0,"['Comedy', 'Drama']"
Lapu-Lapu,2002,1491-1542,1491,1542,Philippines,"[36, 28, 18, 10752]",363347,en,"A film showing the struggles of Lapu-Lapu and how he defended Mactan, Cebu from the invading Spanish forces.",2.039,Lapu-Lapu,False,2.0,1.0,"['History', 'Action', 'Drama', 'War']"
Lapu-Lapu,1955,1491-1542,1491,1542,Philippines,"[10752, 18, 36]",365690,en,Lapu-Lapu who defeated Spanish invaders on then land of Mactan.,1.148,Lapu-Lapu,False,0.0,0.0,"['War', 'Drama', 'History']"
Urumi,2011,1500,1500,1500,Calicut,"[10752, 28]",115432,ml,"Kelu is a warrior in 16th century Kerala whose father was killed by Vasco da Gama and his troops. Kelu vows to avenge his father's death with the assistance of Vavvali and Ayesha, a warrior princess.",4.692,Urumi,False,7.1,26.0,"['War', 'Action']"
Apocalypto,2006,1502,1502,1502,Mexico,"[28, 18, 53, 36]",1579,en,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",67.308,Apocalypto,False,7.5,4260.0,"['Action', 'Drama', 'Thriller', 'History']"
Luther,2003,1505-1530,1505,1530,Germany,"[18, 36]",5653,en,"During the early 16th Century idealistic German monk Martin Luther, disgusted by the materialism in the church, begins the dialogue that will lead to the Protestant Reformation.",27.681,Luther,False,6.5,243.0,"['Drama', 'History']"
Marakkar: Lion of the Arabian Sea,2021,1505 - 1601,1505,1601,India,"[36, 10752, 28]",617405,ml,"‘Marakkar Lion of the Arabian Sea’ portrays the courageous life-events of a rebellious naval chief, Kunjali Marakkar the fourth, who fought against the Portuguese in the ancient times. He was the fourth naval chief of the Calicut Zamorin. The film revolves around him who was also the first Indian Naval Commander and Indian freedom fighter for the war against the Portuguese. He is said to have won 16 such battles with his impeccable strategies and fighting skills.",8.138,Marakkar: Lion of the Arabian Sea,False,6.7,8.0,"['History', 'War', 'Action']"
The Agony and the Ecstasy,1965,1508-1512,1508,1512,Vatican,"[18, 36]",36815,en,"Charlton Heston stars as Renaissance artist Michelangelo di Lodovico Buonarroti Simoni (6 March 1475 – 18 February 1564), who begrudgingly paints the Sistine Chapel for imperious Pope Julius II in this epic adaptation of Irvine Stone's novel directed by Carol Reed. While the novel covers Michelangelo's life from birth to death, the film focuses on the battle of wills between the perfectionist artist and the impatient Pope who commissions (and eventually commands) him to paint the famed chapel.",8.014,The Agony and the Ecstasy,False,7.0,95.0,"['Drama', 'History']"
Tenali Ramakrishna,1956,1509-1529,1509,1529,India,[],205728,te,"The Deccan Sultans of Berar, Ahmednagar, Bidar, Bijapur and Golconda who the splinters from the erstwhile Bahmani Sultnate now unite with the common purpose to defeat of Krishnadeva Raya and the conquest of the prosperous Vijayanagaram. They send their stooge Kanakaraj to assassinate Krishnadeva Raya, but Kanakaraj fails in his mission and is put to death.",0.6,Tenali Ramakrishna,False,0.0,0.0,[]
Monarch,2000,1509-1547,1509,1547,England,"[18, 36]",273454,en,"From double BAFTA nominated Writer and Director John Walsh. Monarch is part fact, part fiction and unfolds around one night when the injured ruler arrives at a manor house closed for the season.",0.97,Monarch,False,0.0,0.0,"['Drama', 'History']"
Henry VIII and His Six Wives,1972,1509-1547,1509,1547,England,[18],71924,en,"1547, King Henry VIII's life has taken a turn for the worse and he is forced to look back over his life and the many loves which had brought him his three children, only one of which was the desired male heir to secure the Tudor dynasty.",3.687,Henry VIII and His Six Wives,False,5.4,12.0,['Drama']
The Private Life of Henry VIII,1933,1509-1547,1509,1547,England,"[35, 18, 10749, 36]",43122,en,"Renowned for his excess, King Henry VIII goes through a series of wives during his rule. With Anne Boleyn, his second wife, executed on charges of treason, King Henry weds maid Jane Seymour, but that marriage also ends in tragedy. Not one to be single for long, the king picks German-born Anne of Cleves as his bride, but their union lasts only months before an annulment is granted, and King Henry continues his string of spouses.",5.38,The Private Life of Henry VIII,False,6.4,42.0,"['Comedy', 'Drama', 'Romance', 'History']"
Nostradamus,1994,1510-1566,1510,1566,France,"[18, 36]",48485,en,"A dramatic retelling of the life of Michel de Nostredame, from his early work as a plague doctor to his time at the court of Catherine de Medici, after he became famed for his prophetic almanacs. Stars Rutger Hauer and Julia Ormond.",4.626,Nostradamus,False,6.0,42.0,"['Drama', 'History']"
Judgement,1970,1514,1514,1514,Hungary,"[36, 18]",286601,hu,"The film is a historic parable about the topicality of revolution. 1514. The peasants' uprising is over, Dózsa has been arrested. Werbőczy tries to get the imprisoned peasant leader deny the revolution and offers him the lives of his people in exchange.",0.978,Judgement,False,4.0,2.0,"['History', 'Drama']"
Diane,1956,1523-1559,1523,1559,France,"[18, 36, 10749]",177046,en,"Asked by Francis I to tutor his son, Diane de Poitiers becomes the future King Henry II's mistress in 1500s France.",2.487,Diane,False,5.9,7.0,"['Drama', 'History', 'Romance']"
Anne of the Thousand Days,1969,1524-1536,1524,1536,London,"[18, 36, 10749]",22522,en,"Henry VIII of England discards one wife, Katharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",4.814,Anne of the Thousand Days,False,6.9,79.0,"['Drama', 'History', 'Romance']"
A Man for All Seasons,1966,1525-1535,1525,1535,London,"[18, 36]",874,en,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",10.285,A Man for All Seasons,False,7.4,310.0,"['Drama', 'History']"
Tsar,2009,1530-1584,1530,1584,Russia,"[18, 36]",41545,ru,"In 16th-century Russia in the grip of chaos, Ivan the Terrible strongly believes he is vested with a holy mission. Believing he can understand and interpret the signs, he sees the Last Judgment approaching. He establishes absolute power, cruelly destroying anyone who gets in his way. During this reign of terror, Philip, the superior of the monastery on the Solovetsky Islands, a great scholar and Ivan's close friend, dares to oppose the sovereign's mystical tyranny. What follows is a clash between two completely opposite visions of the world, smashing morality and justice, God and men. A grand-scale film with excellent leading roles by Mamonov and Yankovsky. An allegory of Stalinist Russia",3.255,Tsar,False,6.8,28.0,"['Drama', 'History']"
The Royal Hunt of the Sun,1969,1532,1532,1532,Peru,"[12, 18]",202886,en,The Spanish explorer Pizarro captures the Inca god-chief Atahualpa and promises to free him upon the delivery of a hoard of gold. But Pizarro finds himself torn between his desire for conquest and his sense of honor after friendship and respect develops between captive and captor.,1.4,The Royal Hunt of the Sun,False,6.3,8.0,"['Adventure', 'Drama']"
Wara Wara,1930,1535,1535,1535,Bolivia,"[18, 10749]",396280,ay,"Set in the 16th century, a peaceful Inca community is massacred by a group of conquistadors, and the survivors including Wara Wara flee into the mountains. Later, Wara Wara is assaulted by two Spanish soldiers, and rescued by a conquistador with a noble heart. The two fall in love, but are confronted with the mutual hatred between their peoples. Sentenced to death, they escape, and live happily ever after.",0.6,Wara Wara,False,5.6,8.0,"['Drama', 'Romance']"
Young Bess,1953,1536-1558,1536,1558,England,"[18, 36, 10749]",44711,en,"The mother died under the executioner's axe; the daughter rose to become England's greatest monarch -- the brilliant and cunning Queen Elizabeth I. Jean Simmons portrays young Bess in this rich tapestry of a film that traces the tumultuous, danger-fraught years from Elizabeth's birth to her unexpected ascension to the throne at a mere 25. Charles Laughton reprises his Academy Award®-winning* role as her formidable father Henry VIII. Deborah Kerr plays her last stepmother (and Henry's last of six wives), gentle Catherine Parr. And Simmons' then real-life husband, Stewart Granger, adds heroics as Lord Admiral Thomas Seymour. In a resplendent world of adventure, romance and court intrigue, Young Bess reigns.",2.824,Young Bess,False,5.8,13.0,"['Drama', 'History', 'Romance']"
Jodhaa Akbar,2008,1542-1605,1542,1605,Agra,"[10749, 12, 36]",14073,hi,"Jodhaa Akbar is a sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal Emperor, Akbar and a Rajput princess, Jodhaa.",7.368,Jodhaa Akbar,False,7.4,191.0,"['Romance', 'Adventure', 'History']"
The Saga of Tanegashima,1968,1543,1543,1543,Japan,[18],478973,ja,"Well before “Shogun” as warring clans were fighting for power throughout Japan, a Portuguese vessel ran aground off Tanegashima. Lord Tokitaka helped Captain Pinto repair his ship. The grateful captain offered the lord a gift--a matchlock musket—the first firearm ever seen in Japan. But like a great stone hurled into placid waters, this simple gift will start a revolution. Tokitaka tasks Kinbei, his greatest swordsmith, to copy this musket and build guns for Japan. While Kinbei struggles to forge Japan’s first musket, a great love blooms between Captain Pinto and Kinbei’s daughter Wakasa. But for Kinbei, to let Wakasa marry Pinto and go to Portugal is unthinkable. And as Kinbei creates Japan’s first matchlock factory, Lord Oda Nobunaga will seize upon firearms as the key to sweep all other clans before him, tearing a blood-soaked path of destruction through Japan.",0.617,The Saga of Tanegashima,False,5.0,3.0,['Drama']
The Return of Martin Guerre,1982,1548-1588,1548,1588,France,"[18, 36]",4483,fr,"Village of Artigat, southern France, summer 1542, during the reign of Francis I. Martin Guerre and Bertrande de Rols marry. A few years later, accused of having committed a robbery, Martin suddenly disappears. When, almost a decade later, a man arrives in Artigat claiming to be Martin, the Guerre family recognizes him as such; but doubts soon arise about his true identity.",7.139,The Return of Martin Guerre,False,6.6,77.0,"['Drama', 'History']"
Stars of Eger,1968,1552,1552,1552,Budapest,"[10752, 36, 10749, 12]",41861,hu,"This romantic and grandiose historical film depicts the era of the constant incursions and heroic battles fought by the defenders of the castle of Eger, led by captain István Dobó, against the heavy odds of superior numbers through the lives and love of Bornemissza Gergely and Cecey Éva. Gergely is inaugurated as a fighter already at the age of 7, when he escapes the captivity of the half-eyed Turk, Jumurdzsak, with Vica and the war-booty. In thirty years' time he becomes the first assistant of captain Dobó and the brain of the castle in the defence of Eger.",1.713,Stars of Eger,False,7.3,11.0,"['War', 'History', 'Romance', 'Adventure']"
Lady Jane,1986,1553,1553,1553,England,"[18, 10749, 36]",21867,en,"The death of King Henry VIII throws his kingdom into chaos because of succession disputes. His weak son Edward, is on his deathbed. Anxious to keep England true to the Reformation, a scheming minister John Dudley marries off his son, Guildford to Lady Jane Grey, whom he places on the throne after Edward dies. At first hostile to each other, Guildford and Jane fall in love. But they cannot withstand the course of power which will lead to their ultimate downfall.",8.669,Lady Jane,False,6.9,82.0,"['Drama', 'Romance', 'History']"
Elizabeth,1998,1554-1563,1554,1563,England,"[18, 36]",4518,en,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",11.782,Elizabeth,False,7.2,1103.0,"['Drama', 'History']"
Mughal-e-Azam,1960,1556-1605,1556,1605,Agra,"[18, 10749]",44519,hi,"Set in the 16th century AD, the movie brings to life the tale of the doomed love affair between the Mughal Crown Prince Saleem and the beautiful, ill-fated court dancer, whose fervor and intensity perpetrates a war between the prince and his father the great Mughal Emperor Akbar, and threatens to bring an empire to its knees.",4.155,Mughal-e-Azam,False,6.8,34.0,"['Drama', 'Romance']"
Mughal-e-Azam,1960,1556-1605,1556,1605,Agra,"[18, 10749]",44519,hi,"Set in the 16th century AD, the movie brings to life the tale of the doomed love affair between the Mughal Crown Prince Saleem and the beautiful, ill-fated court dancer, whose fervor and intensity perpetrates a war between the prince and his father the great Mughal Emperor Akbar, and threatens to bring an empire to its knees.",4.155,Mughal-e-Azam,False,6.8,34.0,"['Drama', 'Romance']"
"Mary, Queen of Scots",1971,1560-1587,1560,1587,England,"[18, 36]",46067,en,"Mary Stuart, who was named Queen of Scotland when she was only six days old, is the last Roman Catholic ruler of Scotland. She is imprisoned at the age of 23 by her cousin Elizabeth Tudor, the English Queen and her arch adversary. Nineteen years later the life of Mary is to be ended on the scaffold and with her execution the last threat to Elizabeth's throne has been removed. The two Queens with their contrasting personalities make a dramatic counterpoint to history.",4.653,"Mary, Queen of Scots",False,6.7,37.0,"['Drama', 'History']"
"Aguirre, the Wrath of God",1972,1560,1560,1560,Peru,"[12, 18, 36]",2000,de,"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",11.22,"Aguirre, the Wrath of God",False,7.6,785.0,"['Adventure', 'Drama', 'History']"
Mary of Scotland,1936,1561-1587,1561,1587,England,"[18, 36, 10749]",43875,en,The recently widowed Mary Stuart returns to Scotland to reclaim her throne but is opposed by her half-brother and her own Scottish lords.,3.448,Mary of Scotland,False,6.8,22.0,"['Drama', 'History', 'Romance']"
Dangerous Beauty,1998,1562-1583,1562,1583,Venice,"[18, 10749]",8583,en,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",12.109,Dangerous Beauty,False,7.2,196.0,"['Drama', 'Romance']"
The Mill and the Cross,2011,1564,1564,1564,Spain,"[18, 36]",57829,pl,"What would it be like to step inside a great work of art, have it come alive around you, and even observe the artist as he sketches the very reality you are experiencing? From Lech Majewski, one of Poland's most acclaimed filmmakers, The Mill and the Cross is a cinematic re-staging of Pieter Bruegel's masterpiece ""Procession to Calvary,"" presented alongside the story of its creation.",3.545,The Mill and the Cross,False,6.5,69.0,"['Drama', 'History']"
El Greco,2007,1567-1600,1567,1600,Spain,[18],29272,en,"The story of the uncompromising artist and fighter for freedom, Domenicos Theotokopoulos, known to the world as ""El Greco"".",3.17,El Greco,False,6.0,29.0,['Drama']
Mughal-e-Azam,1960,1570/1580,1570,1570,Agra,"[18, 10749]",44519,hi,"Set in the 16th century AD, the movie brings to life the tale of the doomed love affair between the Mughal Crown Prince Saleem and the beautiful, ill-fated court dancer, whose fervor and intensity perpetrates a war between the prince and his father the great Mughal Emperor Akbar, and threatens to bring an empire to its knees.",4.155,Mughal-e-Azam,False,6.8,34.0,"['Drama', 'Romance']"
Mughal-e-Azam,1960,1570/1580,1570,1570,Agra,"[18, 10749]",44519,hi,"Set in the 16th century AD, the movie brings to life the tale of the doomed love affair between the Mughal Crown Prince Saleem and the beautiful, ill-fated court dancer, whose fervor and intensity perpetrates a war between the prince and his father the great Mughal Emperor Akbar, and threatens to bring an empire to its knees.",4.155,Mughal-e-Azam,False,6.8,34.0,"['Drama', 'Romance']"
Anonymous,2011,1570-1604,1570,1604,England,"[35, 10749]",479882,es,"Two people look for each other in Venice: a labyrinth of streets, bridges and water canals.",0.653,Anonymous,False,5.5,2.0,"['Comedy', 'Romance']"
Anonymous,2011,1570-1604,1570,1604,England,"[18, 36, 53]",61891,en,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",19.696,Anonymous,False,6.4,599.0,"['Drama', 'History', 'Thriller']"
The Third Ninja,1964,1572,1572,1572,Japan,"[18, 28, 35, 10751, 12]",52975,ja,"Three Iga ninja are on a hunt for Chidoken, a Takeda ninja sent out to assasinate Lord Nobunaga.",0.6,The Third Ninja,False,0.0,0.0,"['Drama', 'Action', 'Comedy', 'Family', 'Adventure']"
The Princess of Montpensier,2010,1572,1572,1572,France,"[28, 18, 36, 10749]",57695,fr,"Set in the high courts of 16th Century France, where the wars of religion between Catholics and Protestants are raging. Marie de Mézières, a beautiful young aristocrat, is in love with Henri de Guise, but her hand in marriage is promised to the Prince of Montpensier.",8.462,The Princess of Montpensier,False,6.3,225.0,"['Action', 'Drama', 'History', 'Romance']"
Beatrice Cenci,1941,1577-1599,1577,1599,Rome,[],378147,en,Italian historical drama portraying the story of the sixteenth century Italian noblewoman Beatrice Cenci.,0.6,Beatrice Cenci,False,4.7,3.0,[]
Mission: Iron Castle,1970,1582,1582,1582,Japan,"[28, 18, 80, 10752]",209625,ja,"The Shinobi-no-Mono series was so successful that Daiei Studios dipped into the well one more time, making the best 60′s B&amp;W ninja movie ever seen in the otherwise color-dominated year of 1970. Issei Mori directs Hiroki Matsukata as the reluctant leader of a small band of spies charged with kidnapping a noblewoman from a heavily ninja-proofed castle. The finality of the air slowly began to fill like smoke, and in all that had become dark the loyalty of the Ninja who dared to go shone like light as they entered a world shrouded in mystery. Things do not go as planned in what is possibly the darkest and most fatalistic of the already noir-ish 60′s fare. Both the decade and it’s distinctive style of shinobi cinema went out on a high note with Mission Iron Castle.",1.4,Mission: Iron Castle,False,6.5,4.0,"['Action', 'Drama', 'Crime', 'War']"
Shinobi no Mono 2: Vengeance,1963,1582-1594,1582,1594,Japan,[28],48707,ja,"[Period covered: 1582-1594]. As the film opens, the warlod Nobunaga Oda rides to Iga Ayanokuni shrine. He is asked if he thinks he has destroyed all the ninja who opposed him and answers that he suspects that there may be more. A servant brings water and tests it first. The paige dies and we hear gunshots as two ninja flee the scene. His suspicions confirmed, Nobunaga oversees the execution of captured ninja and decides that, in the future, he needs a much crueler method of execution. The daimyo Hideyoshi comes to visit.",1.448,Shinobi no Mono 2: Vengeance,False,6.6,8.0,['Action']
Elizabeth: The Golden Age,2007,1585-1590,1585,1590,England,"[18, 36, 10749]",4517,en,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people.",13.862,Elizabeth: The Golden Age,False,6.7,995.0,"['Drama', 'History', 'Romance']"
Seven Samurai,1954,1586,1586,1586,Japan,"[28, 18]",346,ja,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",20.609,Seven Samurai,False,8.5,2558.0,"['Action', 'Drama']"
Fire Over England,1937,1588,1588,1588,Spain,"[10752, 18, 12, 36, 10749]",22969,en,"The film is a historical drama set during the reign of Elizabeth I (Flora Robson), focusing on the English defeat of the Spanish Armada, whence the title. In 1588, relations between Spain and England are at the breaking point. With the support of Queen Elizabeth I, British sea raiders such as Sir Francis Drake regularly capture Spanish merchantmen bringing gold from the New World.",3.752,Fire Over England,False,5.9,24.0,"['War', 'Drama', 'Adventure', 'History', 'Romance']"
Shakespeare in Love,1998,1593,1593,1593,England,"[10749, 36, 35]",1934,en,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",15.511,Shakespeare in Love,False,6.9,2521.0,"['Romance', 'History', 'Comedy']"
Shinobi no Mono 3: Resurrection,1963,1595-1600,1595,1600,Japan,"[18, 28]",201414,ja,"[Period covered: 1595-1600] Third film in the famous shinobi no mono series. We last saw ninja Ishikawa Goemon (Raizo Ichikawa), as he was about to be boiled alive. But a good ninja is both hard to find, and even harder to kill. With the help of the enigmatic Hattori Hanzo, Goemon lives to skulk another day, and sets his sights on bringing down the warlord who tried to turn him into soup – Toyotomi Hideyoshi. And as always, in the background, the suble hand of Tokugawa Ieyasu is pulling strings as he plots to rule all of Japan!",0.944,Shinobi no Mono 3: Resurrection,False,7.1,7.0,"['Drama', 'Action']"
The Merchant of Venice,2004,1596,1596,1596,Venice,"[18, 10749]",11162,en,"Venice, 1596. Bassanio begs his friend Antonio, a prosperous merchant, to lend him a large sum of money so that he can woo Portia, a very wealthy heiress; but Antonio has invested his fortune abroad, so they turn to Shylock, a Jewish moneylender, and ask him for a loan.",12.205,The Merchant of Venice,False,6.8,456.0,"['Drama', 'Romance']"
Nova Zembla,2011,1596-1597,1596,1597,Nova Zembla,"[36, 18]",79040,nl,"Gerrit de Veer, a novice writer on a 16th-century Dutch merchant vessel, chronicles the daring mission to discover a trade route across the North Pole to Asia. But the heroic journey turns into tragedy when the ship gets stuck in the relentless, penetrating ice. The men are forced to spend the winter on the frozen, arctic wasteland of Nova Zembla, fighting polar bears, hunger and lethal temperatures. Their chances of making it until the following spring are virtually zero.",7.035,Nova Zembla,False,5.3,55.0,"['History', 'Drama']"
The Private Lives of Elizabeth and Essex,1939,1596-1601,1596,1601,England,"[18, 36, 10749]",16902,en,This period drama frames the tumultuous affair between Queen Elizabeth I and the man who would be King of England.,6.341,The Private Lives of Elizabeth and Essex,False,6.2,61.0,"['Drama', 'History', 'Romance']"
The Admiral: Roaring Currents,2014,1597,1597,1597,Korea,"[10752, 28, 18, 36]",282631,ko,"The film mainly follows the famous 1597 Battle of Myeongryang during the Japanese invasion of Korea (1592-1598), where the iconic Joseon admiral Yi Sun-sin managed to destroy a total of 133 Japanese warships with only 13 ships remaining in his command. The battle, which took place in the Myeongryang Strait off the southwest coast of the Korean Peninsula, is considered one of the greatest victories of Yi.",12.972,The Admiral: Roaring Currents,False,7.1,194.0,"['War', 'Action', 'Drama', 'History']"
The Admiral: Roaring Currents,2014,1597,1597,1597,Korea,"[10752, 28, 18, 36]",282631,ko,"The film mainly follows the famous 1597 Battle of Myeongryang during the Japanese invasion of Korea (1592-1598), where the iconic Joseon admiral Yi Sun-sin managed to destroy a total of 133 Japanese warships with only 13 ships remaining in his command. The battle, which took place in the Myeongryang Strait off the southwest coast of the Korean Peninsula, is considered one of the greatest victories of Yi.",12.972,The Admiral: Roaring Currents,False,7.1,194.0,"['War', 'Action', 'Drama', 'History']"
